-2.655822753906250000e+00,2.238861799240112305e+00
-1.900442481040954590e+00,9.494534492492675781e+00
-5.991644859313964844e+00,1.938507080078125000e+00
-1.722123742103576660e+00,-8.008997917175292969e+00
-2.790248155593872070e+00,1.470172119140625000e+01
2.612150192260742188e+00,6.461788654327392578e+00
-6.320331573486328125e+00,5.137394428253173828e+00
-5.900590419769287109e+00,7.065080642700195312e+00
-3.675181150436401367e+00,1.433119964599609375e+01
-3.713251590728759766e+00,3.319924831390380859e+00
-2.692629575729370117e+00,4.188434600830078125e+00
-2.617023706436157227e+00,7.015699386596679688e+00
-6.553071975708007812e+00,4.116086483001708984e+00
-6.425001144409179688e+00,3.937111854553222656e+00
-6.760802745819091797e+00,3.662040710449218750e+00
-2.787614822387695312e+00,9.716403484344482422e-01
-1.024813294410705566e+00,8.248419761657714844e+00
6.388997435569763184e-01,-3.281355619430541992e+00
-2.623033523559570312e+00,4.160369396209716797e+00
-4.738519668579101562e+00,2.830634832382202148e+00
-3.629479885101318359e+00,-2.897154390811920166e-01
-2.733202457427978516e+00,1.120871067047119141e+01
-3.353018999099731445e+00,1.302948951721191406e+01
-2.549516439437866211e+00,1.225389957427978516e+01
-3.036969900131225586e+00,1.247213268280029297e+01
2.858776330947875977e+00,9.691329956054687500e+00
-6.278838634490966797e+00,1.456464290618896484e+01
-6.939123630523681641e+00,1.327772617340087891e+01
-1.622450828552246094e+00,1.227796554565429688e+01
-4.493515968322753906e+00,1.402671337127685547e+01
-7.568427085876464844e+00,8.763337135314941406e+00
-4.299816608428955078e+00,1.370210552215576172e+01
-3.167573213577270508e+00,7.665418833494186401e-02
-5.256029129028320312e+00,1.498250102996826172e+01
-3.769736766815185547e+00,1.482645702362060547e+01
-3.006793260574340820e+00,1.346457576751708984e+01
-2.958381414413452148e+00,1.446678161621093750e+01
-2.810103654861450195e+00,8.609844207763671875e+00
1.670672535896301270e+00,8.491115570068359375e+00
-7.014471054077148438e+00,7.280594348907470703e+00
3.434494972229003906e+00,1.061854934692382812e+01
