1.246190643310546875e+01,6.066751003265380859e+00
9.659651756286621094e+00,8.602813720703125000e+00
7.906748294830322266e+00,8.983751296997070312e+00
8.187565803527832031e+00,1.042341423034667969e+01
1.070157241821289062e+01,7.953537940979003906e+00
8.658493041992187500e+00,9.972808837890625000e+00
1.042937088012695312e+01,8.163729667663574219e+00
1.100150585174560547e+01,-2.310663223266601562e+00
1.103634834289550781e+01,7.716997623443603516e+00
1.355480861663818359e+01,7.550652027130126953e+00
8.682491302490234375e+00,1.086715793609619141e+01
9.404981613159179688e+00,3.709430932998657227e+00
9.797646522521972656e+00,9.231513023376464844e+00
9.293455123901367188e+00,1.042827224731445312e+01
1.149288654327392578e+01,7.182544231414794922e+00
-1.052329421043395996e+00,-6.976094245910644531e-01
9.422969818115234375e+00,1.112725448608398438e+01
9.587059974670410156e+00,7.221808910369873047e+00
9.289093017578125000e+00,1.071808338165283203e+01
1.140477657318115234e+01,7.257541656494140625e+00
-5.109450817108154297e-01,-1.354575872421264648e+00
8.179294586181640625e+00,1.030813026428222656e+01
8.850793838500976562e+00,1.178131103515625000e+01
1.293229961395263672e+01,7.835241317749023438e+00
9.256841659545898438e+00,6.003533840179443359e+00
9.691582679748535156e+00,6.028086662292480469e+00
9.880966186523437500e+00,5.648212909698486328e+00
6.923681735992431641e+00,9.675972938537597656e+00
8.556458473205566406e+00,8.306267738342285156e+00
7.408026218414306641e+00,8.003372192382812500e+00
1.140956974029541016e+01,9.150903701782226562e+00
1.193009090423583984e+01,6.447603702545166016e+00
1.048121452331542969e+01,1.110487937927246094e+01
1.004641914367675781e+01,9.207532882690429688e+00
9.807223320007324219e+00,7.379933357238769531e+00
9.153026580810546875e+00,1.149929237365722656e+01
1.132911682128906250e+01,4.934587955474853516e+00
1.383590602874755859e+01,7.080923080444335938e+00
8.244318962097167969e+00,8.683214187622070312e+00
1.267711639404296875e+01,3.934289455413818359e+00
7.531447887420654297e+00,9.546626091003417969e+00
9.977992057800292969e+00,1.051968383789062500e+01
7.831514358520507812e+00,9.632609367370605469e+00
1.260105514526367188e+01,6.935461997985839844e+00
1.167217636108398438e+01,9.485343933105468750e+00
1.012687397003173828e+01,1.093260574340820312e+01
1.270133781433105469e+01,7.767172336578369141e+00
1.113989448547363281e+01,4.829453468322753906e+00
1.276928138732910156e+01,9.101787567138671875e+00
-9.439616203308105469e-01,-6.733790636062622070e-01
1.080633354187011719e+01,9.112502098083496094e+00
8.323651313781738281e+00,9.339562416076660156e+00
1.038382625579833984e+01,1.092299365997314453e+01
9.960314750671386719e+00,1.106118774414062500e+01
7.725080490112304688e+00,9.887074470520019531e+00
7.666216850280761719e+00,8.377300262451171875e+00
1.007773685455322266e+01,6.340339660644531250e+00
8.406521797180175781e+00,6.413764953613281250e+00
8.097129821777343750e+00,1.008655738830566406e+01
1.017912578582763672e+01,7.101770877838134766e+00
1.426875686645507812e+01,7.356587409973144531e+00
1.239855003356933594e+01,5.382717609405517578e+00
8.840406417846679688e+00,8.377000808715820312e+00
7.866561412811279297e+00,7.300910949707031250e+00
