-3.352366685867309570e+00,8.270432472229003906e+00
-3.605906724929809570e+00,8.189014434814453125e+00
-1.729122877120971680e+00,5.853019714355468750e+00
-2.851554155349731445e+00,3.348756074905395508e+00
-1.709960959851741791e-02,1.048601531982421875e+01
1.366434001922607422e+01,6.643772602081298828e+00
-4.598503589630126953e+00,7.560534477233886719e+00
-2.065557956695556641e+00,8.075910568237304688e+00
1.403121113777160645e+00,1.042564868927001953e+01
-1.643306970596313477e+00,8.240075111389160156e+00
-1.779025435447692871e+00,6.496556758880615234e+00
4.083415508270263672e+00,-1.198406219482421875e+00
-3.547068119049072266e+00,6.040206909179687500e+00
-2.657299995422363281e+00,6.028943538665771484e+00
2.616226971149444580e-01,1.017848300933837891e+01
9.411363005638122559e-01,1.480925559997558594e+01
2.443032562732696533e-01,1.472094726562500000e+01
6.923879981040954590e-01,9.845057487487792969e+00
8.899073600769042969e-01,9.836929321289062500e+00
-3.478942871093750000e+00,4.310811042785644531e+00
3.409230709075927734e+00,1.257452964782714844e+01
-1.795712113380432129e+00,4.986463546752929688e+00
4.969083309173583984e+00,1.298104286193847656e+01
1.218001365661621094e+01,8.647855758666992188e+00
-2.478262186050415039e+00,6.072807312011718750e+00
-1.344615459442138672e+00,1.210342788696289062e+01
8.884316682815551758e-01,1.465884780883789062e+01
4.014138579368591309e-01,1.020981597900390625e+01
2.870106220245361328e+00,1.324938964843750000e+01
3.706910848617553711e+00,1.170365428924560547e+01
5.171548724174499512e-01,9.734567642211914062e+00
5.080811381340026855e-01,1.049376296997070312e+01
-3.875577688217163086e+00,7.635436534881591797e+00
7.074623107910156250e+00,-1.823914349079132080e-01
-5.270235538482666016e-01,1.484580993652343750e+01
8.557626605033874512e-01,9.275293350219726562e+00
-2.874852180480957031e+00,9.344252586364746094e+00
-2.954084634780883789e+00,3.844641685485839844e+00
-6.815239787101745605e-01,1.173599720001220703e+01
-1.868813633918762207e+00,5.882741928100585938e+00
2.735438644886016846e-01,9.381768226623535156e+00
6.966095924377441406e+00,-3.812145888805389404e-01
-2.077678143978118896e-01,1.142351818084716797e+01
-1.904359340667724609e+00,3.714939117431640625e+00
-1.789488554000854492e+00,5.919231891632080078e+00
3.019960224628448486e-01,9.497343063354492188e+00
5.103628635406494141e-01,9.174263000488281250e+00
1.826349616050720215e+00,1.520625114440917969e+01
1.498759746551513672e+00,1.017648601531982422e+01
-3.243424415588378906e+00,7.424459457397460938e+00
-1.220102071762084961e+00,2.517329454421997070e+00
1.489483118057250977e+00,1.069004344940185547e+01
-4.345817089080810547e+00,4.588392734527587891e+00
6.231849193572998047e-01,1.060561561584472656e+01
6.099300980567932129e-01,1.435343742370605469e+01
4.926127910614013672e+00,-1.516862988471984863e+00
-3.773628234863281250e+00,7.117899417877197266e+00
4.699382305145263672e+00,1.312588405609130859e+01
5.720584392547607422e+00,-1.208870172500610352e+00
1.655952781438827515e-01,1.156092739105224609e+01
7.480858325958251953e+00,2.515983954071998596e-02
-1.790323734283447266e+00,4.058100700378417969e+00
1.158333778381347656e+00,1.490702342987060547e+01
-2.339060544967651367e+00,1.461961030960083008e+00
-4.404995441436767578e+00,7.887938499450683594e+00
1.057779788970947266e+01,1.042747783660888672e+01
-2.257943868637084961e+00,3.994169950485229492e+00
7.731035351753234863e-01,9.577286720275878906e+00
-2.071558982133865356e-01,1.100216484069824219e+01
-1.912036180496215820e+00,3.428882122039794922e+00
-1.492440700531005859e+00,3.215935468673706055e+00
1.141796469688415527e+00,9.809473037719726562e+00
7.706121802330017090e-01,1.006342887878417969e+01
